mesto_na_lestvici,naslov_pesmi,ime_izvajalca,najvišje_mesto,tednov_na_lestvici
100,Hardaway,Derez De'Shon,61,11
1,Nice For What,Drake,1,3
2,God's Plan,Drake,1,14
3,No Tears Left To Cry,Ariana Grande,3,1
4,Meant To Be,Bebe Rexha & Florida Georgia Line,2,27
5,Psycho,Post Malone Featuring Ty Dolla $ign,2,9
6,ATM,J. Cole,6,1
7,The Middle,"Zedd, Maren Morris & Grey",5,13
8,Kevin's Heart,J. Cole,8,1
9,Look Alive,BlocBoy JB Featuring Drake,5,11
10,KOD,J. Cole,10,1
11,Perfect,Ed Sheeran,1,35
12,Freaky Friday,Lil Dicky Featuring Chris Brown,8,6
13,Never Be The Same,Camila Cabello,13,19
14,Photograph,J. Cole,14,1
15,Motiv8,J. Cole,15,1
16,I Like It,"Cardi B, Bad Bunny & J Balvin",8,3
17,Mine,Bazzi,11,14
18,Walk It Talk It,Migos Featuring Drake,10,13
19,Call Out My Name,The Weeknd,4,4
20,1985 (Intro To The Fall Off),J. Cole,20,1
21,Plug Walk,Rich The Kid,13,11
22,Havana,Camila Cabello Featuring Young Thug,1,37
23,Be Careful,Cardi B,11,4
24,Friends,Marshmello & Anne-Marie,21,11
25,Finesse,Bruno Mars & Cardi B,3,17
26,Whatever It Takes,Imagine Dragons,20,13
27,Pray For Me,The Weeknd & Kendrick Lamar,7,12
28,The Cut Off,J. Cole Featuring kiLL edward,28,1
29,Heaven,Kane Brown,26,18
30,Brackets,J. Cole,30,1
31,Sad!,XXXTENTACION,7,8
32,Rockstar,Post Malone Featuring 21 Savage,1,32
33,New Rules,Dua Lipa,6,39
34,Wake Me Up!,Avicii,4,54
35,Japan,Famous Dex,28,5
36,In My Blood,Shawn Mendes,22,6
37,Esskeetit,Lil Pump,24,2
38,You Make It Easy,Jason Aldean,28,13
39,Stir Fry,Migos,8,18
40,Powerglide,Rae Sremmurd & Juicy J,34,8
41,Window Pain (Outro),J. Cole,41,1
42,Wait,Maroon 5,26,15
43,Ric Flair Drip,Offset & Metro Boomin,13,26
44,All The Stars,Kendrick Lamar & SZA,7,16
45,Thunder,Imagine Dragons,4,52
46,Friends,J. Cole Featuring kiLL edward,46,1
47,Once An Addict (Interlude),J. Cole,47,1
48,Chun-Li,Nicki Minaj,10,3
49,Let You Down,NF,12,28
50,Feel It Still,Portugal. The Man,4,45
51,Drip,Cardi B Featuring Migos,21,3
52,Delicate,Taylor Swift,46,7
53,Intro,J. Cole,53,1
54,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",21,15
55,Boo'd Up,Ella Mai,55,4
56,X,Nicky Jam x J Balvin,47,8
57,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,1
58,No Excuses,Meghan Trainor,46,8
59,Love Lies,Khalid & Normani,43,10
60,Bartier Cardi,Cardi B Featuring 21 Savage,14,18
61,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,13
62,Most People Are Good,Luke Bryan,43,13
63,Tequila,Dan + Shay,57,7
64,One Kiss,Calvin Harris & Dua Lipa,62,3
65,Say Something,Justin Timberlake Featuring Chris Stapleton,9,13
66,Everyday,Logic & Marshmello,29,8
67,Singles You Up,Jordan Davis,50,12
68,One Number Away,Luke Combs,67,6
69,Outside Today,YoungBoy Never Broke Again,31,15
70,I Do,Cardi B Featuring SZA,23,3
71,Ring,Cardi B Featuring Kehlani,28,3
72,Babe,Sugarland Featuring Taylor Swift,72,1
73,IDGAF,Dua Lipa,54,15
74,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",74,1
75,Dura,Daddy Yankee,50,12
76,Zombie,Bad Wolves,54,7
77,I Like Me Better,Lauv,73,11
78,Barbie Tingz,Nicki Minaj,25,3
79,Sit Next To Me,Foster The People,72,6
80,I Lived It,Blake Shelton,66,8
81,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,81,1
82,Get Along,Kenny Chesney,78,3
83,Changes,XXXTENTACION,37,8
84,Up Down,Morgan Wallen Featuring Florida Georgia Line,83,5
85,The Long Way,Brett Eldredge,65,12
86,For The First Time,Darius Rucker,82,5
87,El Farsante,Ozuna & Romeo Santos,49,13
88,"Woman, Amen",Dierks Bentley,81,3
89,Diamond Teeth Samurai,YoungBoy Never Broke Again,59,3
90,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,7
91,This Is Me,Keala Settle & The Greatest Showman Ensemble,58,14
92,Alone,Halsey Featuring Big Sean & Stefflon Don,92,2
93,Red Roses,Lil Skies Featuring Landon Cube,69,16
94,Moonlight,XXXTENTACION,35,6
95,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,95,1
96,Cry Pretty,Carrie Underwood,48,2
97,When We,Tank,78,17
98,Close,Rae Sremmurd & Travis Scott,98,1
99,Thru Your Phone,Cardi B,50,3
100,Best Life,Cardi B Featuring Chance The Rapper,39,3
1,Nice For What,Drake,1,4
2,Psycho,Post Malone Featuring Ty Dolla $ign,2,10
3,God's Plan,Drake,1,15
4,Meant To Be,Bebe Rexha & Florida Georgia Line,2,28
5,The Middle,"Zedd, Maren Morris & Grey",5,14
6,Never Be The Same,Camila Cabello,6,20
7,Better Now,Post Malone,7,1
8,Rockstar,Post Malone Featuring 21 Savage,1,33
9,Look Alive,BlocBoy JB Featuring Drake,5,12
10,No Tears Left To Cry,Ariana Grande,3,2
11,Paranoid,Post Malone,11,1
12,Perfect,Ed Sheeran,1,36
13,Freaky Friday,Lil Dicky Featuring Chris Brown,8,7
14,Rich & Sad,Post Malone,14,1
15,Spoil My Night,Post Malone Featuring Swae Lee,15,1
16,Ball For Me,Post Malone Featuring Nicki Minaj,16,1
17,Stay,Post Malone,17,1
18,Walk It Talk It,Migos Featuring Drake,10,14
19,Mine,Bazzi,11,15
20,Same Bitches,Post Malone Featuring G-Eazy & YG,20,1
21,Whatever It Takes,Imagine Dragons,20,14
22,I Like It,"Cardi B, Bad Bunny & J Balvin",8,4
23,Zack And Codeine,Post Malone,23,1
24,Over Now,Post Malone,24,1
25,Friends,Marshmello & Anne-Marie,21,12
26,Be Careful,Cardi B,11,5
27,Havana,Camila Cabello Featuring Young Thug,1,38
28,Heaven,Kane Brown,26,19
29,Takin' Shots,Post Malone,29,1
30,Pray For Me,The Weeknd & Kendrick Lamar,7,13
31,Plug Walk,Rich The Kid,13,12
32,Call Out My Name,The Weeknd,4,5
33,Finesse,Bruno Mars & Cardi B,3,18
34,Candy Paint,Post Malone,34,21
35,New Rules,Dua Lipa,6,40
36,In My Blood,Shawn Mendes,22,7
37,Boo'd Up,Ella Mai,37,5
38,Wait,Maroon 5,26,16
39,Powerglide,Rae Sremmurd & Juicy J,34,9
40,92 Explorer,Post Malone,40,1
41,You Make It Easy,Jason Aldean,28,14
42,ATM,J. Cole,6,2
43,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,43,2
44,KOD,J. Cole,10,2
45,Ric Flair Drip,Offset & Metro Boomin,13,27
46,Otherside,Post Malone,46,1
47,Blame It On Me,Post Malone,47,1
48,Kevin's Heart,J. Cole,8,2
49,All The Stars,Kendrick Lamar & SZA,7,17
50,Chun-Li,Nicki Minaj,10,4
51,Esskeetit,Lil Pump,24,3
52,X,Nicky Jam x J Balvin,47,9
53,Stir Fry,Migos,8,19
54,Dura,Daddy Yankee,50,13
55,Japan,Famous Dex,28,6
56,Delicate,Taylor Swift,46,8
57,Sugar Wraith,Post Malone,57,1
58,Drip,Cardi B Featuring Migos,21,4
59,No Excuses,Meghan Trainor,46,9
60,Sad!,XXXTENTACION,7,9
61,One Kiss,Calvin Harris & Dua Lipa,61,4
62,Famous,Mason Ramsey,62,1
63,Love Lies,Khalid & Normani,43,11
64,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",64,2
65,One Number Away,Luke Combs,65,7
66,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",21,16
67,Tequila,Dan + Shay,57,8
68,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,14
69,IDGAF,Dua Lipa,54,16
70,Everyday,Logic & Marshmello,29,9
71,Motiv8,J. Cole,15,2
72,Outside Today,YoungBoy Never Broke Again,31,16
73,Jonestown (Interlude),Post Malone,73,1
74,Most People Are Good,Luke Bryan,43,14
75,Bartier Cardi,Cardi B Featuring 21 Savage,14,19
76,Singles You Up,Jordan Davis,50,13
77,Overdose,YoungBoy Never Broke Again,77,1
78,Say Something,Justin Timberlake Featuring Chris Stapleton,9,14
79,1985 (Intro To The Fall Off),J. Cole,20,2
80,Photograph,J. Cole,14,2
81,I Like Me Better,Lauv,73,12
82,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,2
83,Up Down,Morgan Wallen Featuring Florida Georgia Line,83,6
84,Get Along,Kenny Chesney,78,4
85,Ye vs The People,Kanye West Featuring T.I.,85,1
86,Ring,Cardi B Featuring Kehlani,28,4
87,Sit Next To Me,Foster The People,72,7
88,Zombie,Bad Wolves,54,8
89,I Do,Cardi B Featuring SZA,23,4
90,For The First Time,Darius Rucker,82,6
91,I Lived It,Blake Shelton,66,9
92,"Woman, Amen",Dierks Bentley,81,4
93,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,8
94,El Farsante,Ozuna & Romeo Santos,49,14
95,Diamond Teeth Samurai,YoungBoy Never Broke Again,59,4
96,Changes,XXXTENTACION,37,9
97,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,95,2
98,When We,Tank,78,18
99,Alone,Halsey Featuring Big Sean & Stefflon Don,92,3
100,Red Roses,Lil Skies Featuring Landon Cube,69,17
1,This Is America,Childish Gambino,1,1
2,Nice For What,Drake,1,5
3,God's Plan,Drake,1,16
4,Psycho,Post Malone Featuring Ty Dolla $ign,2,11
5,Meant To Be,Bebe Rexha & Florida Georgia Line,2,29
6,The Middle,"Zedd, Maren Morris & Grey",5,15
7,Look Alive,BlocBoy JB Featuring Drake,5,13
8,Never Be The Same,Camila Cabello,6,21
9,Perfect,Ed Sheeran,1,37
10,No Tears Left To Cry,Ariana Grande,3,3
11,Freaky Friday,Lil Dicky Featuring Chris Brown,8,8
12,Whatever It Takes,Imagine Dragons,12,15
13,Rockstar,Post Malone Featuring 21 Savage,1,34
14,Walk It Talk It,Migos Featuring Drake,10,15
15,Mine,Bazzi,11,16
16,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,16,1
17,Boo'd Up,Ella Mai,17,6
18,I Like It,"Cardi B, Bad Bunny & J Balvin",8,5
19,Chun-Li,Nicki Minaj,10,5
20,Heaven,Kane Brown,20,20
21,Friends,Marshmello & Anne-Marie,21,13
22,Pray For Me,The Weeknd & Kendrick Lamar,7,14
23,Better Now,Post Malone,7,2
24,Havana,Camila Cabello Featuring Young Thug,1,39
25,Be Careful,Cardi B,11,6
26,Plug Walk,Rich The Kid,13,13
27,In My Blood,Shawn Mendes,22,8
28,Powerglide,Rae Sremmurd & Juicy J,28,10
29,Call Out My Name,The Weeknd,4,6
30,Wait,Maroon 5,26,17
31,Finesse,Bruno Mars & Cardi B,3,19
32,New Rules,Dua Lipa,6,41
33,You Make It Easy,Jason Aldean,28,15
34,Sad!,XXXTENTACION,7,10
35,All The Stars,Kendrick Lamar & SZA,7,18
36,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,36,3
37,Ric Flair Drip,Offset & Metro Boomin,13,28
38,Paranoid,Post Malone,11,2
39,Rich & Sad,Post Malone,14,2
40,Ball For Me,Post Malone Featuring Nicki Minaj,16,2
41,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",41,3
42,X,Nicky Jam x J Balvin,42,10
43,Dura,Daddy Yankee,43,14
44,One Number Away,Luke Combs,44,8
45,Stay,Post Malone,17,2
46,Delicate,Taylor Swift,46,9
47,Overdose,YoungBoy Never Broke Again,47,2
48,Japan,Famous Dex,28,7
49,One Kiss,Calvin Harris & Dua Lipa,49,5
50,Stir Fry,Migos,8,20
51,Spoil My Night,Post Malone Featuring Swae Lee,15,2
52,KOD,J. Cole,10,3
53,Esskeetit,Lil Pump,24,4
54,Love Lies,Khalid & Normani,43,12
55,Tequila,Dan + Shay,55,9
56,ATM,J. Cole,6,3
57,Kevin's Heart,J. Cole,8,3
58,Beautiful Crazy,Luke Combs,58,1
59,No Excuses,Meghan Trainor,46,10
60,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",21,17
61,IDGAF,Dua Lipa,54,17
62,Drip,Cardi B Featuring Migos,21,5
63,Zack And Codeine,Post Malone,23,2
64,Over Now,Post Malone,24,2
65,Youth,Shawn Mendes Featuring Khalid,65,1
66,Same Bitches,Post Malone Featuring G-Eazy & YG,20,2
67,Takin' Shots,Post Malone,29,2
68,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,15
69,92 Explorer,Post Malone,40,2
70,Get Along,Kenny Chesney,70,5
71,Up Down,Morgan Wallen Featuring Florida Georgia Line,71,7
72,I Like Me Better,Lauv,72,13
73,Most People Are Good,Luke Bryan,43,15
74,Done For Me,Charlie Puth Featuring Kehlani,74,1
75,Everyday,Logic & Marshmello,29,10
76,For The First Time,Darius Rucker,76,7
77,Singles You Up,Jordan Davis,50,14
78,Outside Today,YoungBoy Never Broke Again,31,17
79,Zombie,Bad Wolves,54,9
80,Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,80,1
81,Bartier Cardi,Cardi B Featuring 21 Savage,14,20
82,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,3
83,Sit Next To Me,Foster The People,72,8
84,Barbie Tingz,Nicki Minaj,25,4
85,I Lived It,Blake Shelton,66,10
86,"Woman, Amen",Dierks Bentley,81,5
87,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,87,3
88,Say Something,Justin Timberlake Featuring Chris Stapleton,9,15
89,Otherside,Post Malone,46,2
90,Alone,Halsey Featuring Big Sean & Stefflon Don,90,4
91,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,9
92,El Farsante,Ozuna & Romeo Santos,49,15
93,Blame It On Me,Post Malone,47,2
94,Diamond Teeth Samurai,YoungBoy Never Broke Again,59,5
95,Famous,Mason Ramsey,62,2
96,I Do,Cardi B Featuring SZA,23,5
97,Mercy,Brett Young,97,1
98,Preach,YoungBoy Never Broke Again,98,1
99,Red Roses,Lil Skies Featuring Landon Cube,69,18
100,When We,Tank,78,19
1,This Is America,Childish Gambino,1,2
2,Nice For What,Drake,1,6
3,God's Plan,Drake,1,17
4,Psycho,Post Malone Featuring Ty Dolla $ign,2,12
5,Meant To Be,Bebe Rexha & Florida Georgia Line,2,30
6,The Middle,"Zedd, Maren Morris & Grey",5,16
7,No Tears Left To Cry,Ariana Grande,3,4
8,Look Alive,BlocBoy JB Featuring Drake,5,14
9,Never Be The Same,Camila Cabello,6,22
10,Perfect,Ed Sheeran,1,38
11,Boo'd Up,Ella Mai,11,7
12,Walk It Talk It,Migos Featuring Drake,10,16
13,Freaky Friday,Lil Dicky Featuring Chris Brown,8,9
14,Whatever It Takes,Imagine Dragons,12,16
15,Heaven,Kane Brown,15,21
16,Friends,Marshmello & Anne-Marie,16,14
17,Mine,Bazzi,11,17
18,Pray For Me,The Weeknd & Kendrick Lamar,7,15
19,Rockstar,Post Malone Featuring 21 Savage,1,35
20,In My Blood,Shawn Mendes,20,9
21,I Like It,"Cardi B, Bad Bunny & J Balvin",8,6
22,Plug Walk,Rich The Kid,13,14
23,Be Careful,Cardi B,11,7
24,Havana,Camila Cabello Featuring Young Thug,1,40
25,Wait,Maroon 5,25,18
26,Better Now,Post Malone,7,3
27,Sad!,XXXTENTACION,7,11
28,New Rules,Dua Lipa,6,42
29,Chun-Li,Nicki Minaj,10,6
30,Finesse,Bruno Mars & Cardi B,3,20
31,Powerglide,Rae Sremmurd & Juicy J,28,11
32,Call Out My Name,The Weeknd,4,7
33,All The Stars,Kendrick Lamar & SZA,7,19
34,You Make It Easy,Jason Aldean,28,16
35,One Number Away,Luke Combs,35,9
36,Delicate,Taylor Swift,36,10
37,Ric Flair Drip,Offset & Metro Boomin,13,29
38,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",38,4
39,One Kiss,Calvin Harris & Dua Lipa,39,6
40,Japan,Famous Dex,28,8
41,X,Nicky Jam x J Balvin,41,11
42,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,16,2
43,Dura,Daddy Yankee,43,15
44,Stir Fry,Migos,8,21
45,KOD,J. Cole,10,4
46,Shoota,Playboi Carti Featuring Lil Uzi Vert,46,1
47,Love Lies,Khalid & Normani,43,13
48,Tequila,Dan + Shay,48,10
49,Yes Indeed,Lil Baby & Drake,49,1
50,Back To You,Selena Gomez,50,1
51,Ball For Me,Post Malone Featuring Nicki Minaj,16,3
52,Overdose,YoungBoy Never Broke Again,47,3
53,Done For Me,Charlie Puth Featuring Kehlani,53,2
54,Paranoid,Post Malone,11,3
55,Rich & Sad,Post Malone,14,3
56,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",21,18
57,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,36,4
58,Esskeetit,Lil Pump,24,5
59,IDGAF,Dua Lipa,54,18
60,Spoil My Night,Post Malone Featuring Swae Lee,15,3
61,I Like Me Better,Lauv,61,14
62,Up Down,Morgan Wallen Featuring Florida Georgia Line,62,8
63,ATM,J. Cole,6,4
64,Get Along,Kenny Chesney,64,6
65,Stay,Post Malone,17,3
66,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,4
67,No Excuses,Meghan Trainor,46,11
68,Kevin's Heart,J. Cole,8,4
69,Drip,Cardi B Featuring Migos,21,6
70,I Lived It,Blake Shelton,66,11
71,For The First Time,Darius Rucker,71,8
72,Sit Next To Me,Foster The People,72,9
73,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,16
74,Lucid Dreams,Juice WRLD,74,1
75,Most People Are Good,Luke Bryan,43,16
76,Zombie,Bad Wolves,54,10
77,Me Niego,Reik Featuring Ozuna & Wisin,77,1
78,"Woman, Amen",Dierks Bentley,78,6
79,Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,79,2
80,Outside Today,YoungBoy Never Broke Again,31,18
81,Everyday,Logic & Marshmello,29,11
82,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,82,4
83,Singles You Up,Jordan Davis,50,15
84,Alone,Halsey Featuring Big Sean & Stefflon Don,84,5
85,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,10
86,Mercy,Brett Young,86,2
87,Red Roses,Lil Skies Featuring Landon Cube,69,19
88,Moonlight,XXXTENTACION,35,7
89,Over Now,Post Malone,24,3
90,Zack And Codeine,Post Malone,23,3
91,Lust,Lil Skies,91,1
92,All Girls Are The Same,Juice WRLD,92,1
93,Same Bitches,Post Malone Featuring G-Eazy & YG,20,3
94,When We,Tank,78,20
95,Cry Pretty,Carrie Underwood,48,3
96,El Farsante,Ozuna & Romeo Santos,49,16
97,Takin' Shots,Post Malone,29,3
98,92 Explorer,Post Malone,40,3
99,Beautiful Crazy,Luke Combs,58,2
100,Say Something,Justin Timberlake Featuring Chris Stapleton,9,16
1,Nice For What,Drake,1,7
2,This Is America,Childish Gambino,1,3
3,God's Plan,Drake,1,18
4,Psycho,Post Malone Featuring Ty Dolla $ign,2,13
5,The Middle,"Zedd, Maren Morris & Grey",5,17
6,Yes Indeed,Lil Baby & Drake,6,2
7,Meant To Be,Bebe Rexha & Florida Georgia Line,2,31
8,Boo'd Up,Ella Mai,8,8
9,No Tears Left To Cry,Ariana Grande,3,5
10,Fake Love,BTS,10,1
11,Friends,Marshmello & Anne-Marie,11,15
12,Look Alive,BlocBoy JB Featuring Drake,5,15
13,Never Be The Same,Camila Cabello,6,23
14,Walk It Talk It,Migos Featuring Drake,10,17
15,Perfect,Ed Sheeran,1,39
16,Be Careful,Cardi B,11,8
17,Whatever It Takes,Imagine Dragons,12,17
18,Mine,Bazzi,11,18
19,I Like It,"Cardi B, Bad Bunny & J Balvin",8,7
20,In My Blood,Shawn Mendes,20,10
21,Heaven,Kane Brown,15,22
22,Freaky Friday,Lil Dicky Featuring Chris Brown,8,10
23,Rockstar,Post Malone Featuring 21 Savage,1,36
24,Havana,Camila Cabello Featuring Young Thug,1,41
25,Pray For Me,The Weeknd & Kendrick Lamar,7,16
26,Plug Walk,Rich The Kid,13,15
27,Wait,Maroon 5,25,19
28,Chun-Li,Nicki Minaj,10,7
29,Better Now,Post Malone,7,4
30,Call Out My Name,The Weeknd,4,8
31,New Rules,Dua Lipa,6,43
32,Sad!,XXXTENTACION,7,12
33,All The Stars,Kendrick Lamar & SZA,7,20
34,Delicate,Taylor Swift,34,11
35,Lucid Dreams,Juice WRLD,35,2
36,Love Lies,Khalid & Normani,36,14
37,Finesse,Bruno Mars & Cardi B,3,21
38,One Number Away,Luke Combs,35,10
39,You Make It Easy,Jason Aldean,28,17
40,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",38,5
41,Powerglide,Rae Sremmurd & Juicy J,28,12
42,Overdose,YoungBoy Never Broke Again,42,4
43,One Kiss,Calvin Harris & Dua Lipa,39,7
44,Tequila,Dan + Shay,44,11
45,Ric Flair Drip,Offset & Metro Boomin,13,30
46,Back To You,Selena Gomez,46,2
47,Dura,Daddy Yankee,43,16
48,X,Nicky Jam x J Balvin,41,12
49,KOD,J. Cole,10,5
50,Ball For Me,Post Malone Featuring Nicki Minaj,16,4
51,IDGAF,Dua Lipa,51,19
52,Japan,Famous Dex,28,9
53,All Girls Are The Same,Juice WRLD,53,2
54,Done For Me,Charlie Puth Featuring Kehlani,53,3
55,I Like Me Better,Lauv,55,15
56,Esskeetit,Lil Pump,24,6
57,Up Down,Morgan Wallen Featuring Florida Georgia Line,57,9
58,For The First Time,Darius Rucker,58,9
59,Get Along,Kenny Chesney,59,7
60,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,16,3
61,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",21,19
62,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,36,5
63,Sit Next To Me,Foster The People,63,10
64,I Lived It,Blake Shelton,64,12
65,Rich & Sad,Post Malone,14,4
66,Paranoid,Post Malone,11,4
67,Shoota,Playboi Carti Featuring Lil Uzi Vert,46,2
68,Change Lanes,Kevin Gates,68,1
69,OTW,"Khalid, Ty Dolla $ign & 6LACK",57,5
70,Alone,Halsey Featuring Big Sean & Stefflon Don,70,6
71,Mercy,Brett Young,71,3
72,Drip,Cardi B Featuring Migos,21,7
73,Like That,Kris Wu,73,1
74,"Woman, Amen",Dierks Bentley,74,7
75,New Freezer,Rich The Kid Featuring Kendrick Lamar,41,17
76,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,76,5
77,Spoil My Night,Post Malone Featuring Swae Lee,15,4
78,Singles You Up,Jordan Davis,50,16
79,Southside,Lil Baby,79,1
80,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,80,1
81,Most People Are Good,Luke Bryan,43,17
82,Let It Sing,Kevin Gates,82,1
83,Sangria Wine,Pharrell Williams x Camila Cabello,83,1
84,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",84,1
85,Zombie,Bad Wolves,54,11
86,Champion,NAV Featuring Travis Scott,86,1
87,Red Roses,Lil Skies Featuring Landon Cube,69,20
88,Stay,Post Malone,17,4
89,ATM,J. Cole,6,5
90,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,74,11
91,Everyday,Logic & Marshmello,29,12
92,Kevin's Heart,J. Cole,8,5
93,No Excuses,Meghan Trainor,46,12
94,Moonlight,XXXTENTACION,35,8
95,Lust,Lil Skies,91,2
96,Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,79,3
97,Outside Today,YoungBoy Never Broke Again,31,19
98,Downtown's Dead,Sam Hunt,98,1
99,Don't Go Breaking My Heart,Backstreet Boys,99,1
100,El Farsante,Ozuna & Romeo Santos,49,17
1,Nice For What,Drake,1,8
2,Psycho,Post Malone Featuring Ty Dolla $ign,2,14
3,God's Plan,Drake,1,19
4,This Is America,Childish Gambino,1,4
5,The Middle,"Zedd, Maren Morris & Grey",5,18
6,Yes Indeed,Lil Baby & Drake,6,3
7,I Like It,"Cardi B, Bad Bunny & J Balvin",7,8
8,Boo'd Up,Ella Mai,8,9
9,Meant To Be,Bebe Rexha & Florida Georgia Line,2,32
10,No Tears Left To Cry,Ariana Grande,3,6
11,In My Blood,Shawn Mendes,11,11
12,Look Alive,BlocBoy JB Featuring Drake,5,16
13,Friends,Marshmello & Anne-Marie,11,16
14,Walk It Talk It,Migos Featuring Drake,10,18
15,Lucid Dreams,Juice WRLD,15,3
16,Never Be The Same,Camila Cabello,6,24
17,Perfect,Ed Sheeran,1,40
18,Whatever It Takes,Imagine Dragons,12,18
19,I'm Upset,Drake,19,1
20,Mine,Bazzi,11,19
21,Be Careful,Cardi B,11,9
22,Heaven,Kane Brown,15,23
23,Rockstar,Post Malone Featuring 21 Savage,1,37
24,Wait,Maroon 5,24,20
25,Havana,Camila Cabello Featuring Young Thug,1,42
26,Freaky Friday,Lil Dicky Featuring Chris Brown,8,11
27,Plug Walk,Rich The Kid,13,16
28,Delicate,Taylor Swift,28,12
29,Pray For Me,The Weeknd & Kendrick Lamar,7,17
30,Better Now,Post Malone,7,5
31,New Rules,Dua Lipa,6,44
32,One Kiss,Calvin Harris & Dua Lipa,32,8
33,Chun-Li,Nicki Minaj,10,8
34,One Number Away,Luke Combs,34,11
35,Love Lies,Khalid & Normani,35,15
36,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",36,6
37,Tequila,Dan + Shay,37,12
38,Back To You,Selena Gomez,38,3
39,Finesse,Bruno Mars & Cardi B,3,22
40,Call Out My Name,The Weeknd,4,9
41,All The Stars,Kendrick Lamar & SZA,7,21
42,You Make It Easy,Jason Aldean,28,18
43,Sad!,XXXTENTACION,7,13
44,Ric Flair Drip,Offset & Metro Boomin,13,31
45,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,45,1
46,TATI,6ix9ine Featuring DJ SPINKING,46,1
47,All Girls Are The Same,Juice WRLD,47,3
48,X,Nicky Jam x J Balvin,41,13
49,IDGAF,Dua Lipa,49,20
50,Powerglide,Rae Sremmurd & Juicy J,28,13
51,Fake Love,BTS,10,2
52,Overdose,YoungBoy Never Broke Again,42,5
53,Dura,Daddy Yankee,43,17
54,Up Down,Morgan Wallen Featuring Florida Georgia Line,54,10
55,Done For Me,Charlie Puth Featuring Kehlani,53,4
56,I Like Me Better,Lauv,55,16
57,Get Along,Kenny Chesney,57,8
58,Japan,Famous Dex,28,10
59,KOD,J. Cole,10,6
60,Esskeetit,Lil Pump,24,7
61,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,36,6
62,Ball For Me,Post Malone Featuring Nicki Minaj,16,5
63,A$AP Forever,A$AP Rocky Featuring Moby,63,2
64,Sit Next To Me,Foster The People,63,11
65,Infrared,Pusha T,65,1
66,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",66,1
67,"Woman, Amen",Dierks Bentley,67,8
68,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",21,20
69,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,69,6
70,Alone,Halsey Featuring Big Sean & Stefflon Don,70,7
71,I Lived It,Blake Shelton,64,13
72,Mercy,Brett Young,71,4
73,If You Know You Know,Pusha T,73,1
